"ItemNumber","Supplier","SupplierName","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status","InsightCategory","Priority","Recommendation","PotentialImpact","SafetyStock","StandardPack","TransportDays","Planner"
"4452955-N_WR","340527","STAP a.s.","2026-04","77","0","77",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","60","1","0.0000000000","abozicsu"
"4452955-N_WR","340527","STAP a.s.","2026-05","82","0","82",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","60","1","0.0000000000","abozicsu"
"4452955-N_WR","340527","STAP a.s.","2026-06","24","0","24",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","60","1","0.0000000000","abozicsu"
"4461248-2Q","314538","","2025-10","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","","","",""
"4461248-7U","314538","","2025-10","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","","","",""
"4461259-2Q","314538","","2025-10","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","","","",""
"4461259-7U-LOZ","2798","","2025-12","52","0","52",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","aspmar1"
"4471490-20_N","357177","YKK Poland SP Zoo","2025-12","0","6000","-6000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 6000 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"4471490-20_N","357177","YKK Poland SP Zoo","2026-02","0","6000","-6000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 6000 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"4471490-20_N","357177","YKK Poland SP Zoo","2026-03","1012","0","1012",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adordem"
"4471490-20_N","357177","YKK Poland SP Zoo","2026-04","9158","0","9158",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adordem"
"4562156-30","","","2026-02","42","0","42",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4562156-30","","","2026-03","42","0","42",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4562156-30","","","2026-05","42","0","42",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-02","1004","2000","-996","0.502","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 996 units.","500","1","0.0000000000","abozicsu"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-03","1776","2000","-224","0.888","Short","UNDER_PLANNED","Medium","Minor undercoverage. May be timing difference or rounding.","Small gap of 224 units, likely acceptable.","500","1","0.0000000000","abozicsu"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-04","1488","2000","-512","0.744","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 512 units.","500","1","0.0000000000","abozicsu"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-05","1500","0","1500",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","abozicsu"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-06","516","2000","-1484","0.258","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 2000 but MRP only plans 516.","500","1","0.0000000000","abozicsu"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-07","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","500","1","0.0000000000","abozicsu"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-08","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","500","1","0.0000000000","abozicsu"
"4596946-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-09","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","500","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-02","386","1000","-614","0.386","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 1000 but MRP only plans 386.","200","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-03","894","1000","-106","0.894","Short","UNDER_PLANNED","Medium","Minor undercoverage. May be timing difference or rounding.","Small gap of 106 units, likely acceptable.","200","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-04","714","0","714",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","200","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-05","768","1000","-232","0.768","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 232 units.","200","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-06","222","1000","-778","0.222","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 1000 but MRP only plans 222.","200","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-07","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","200","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-08","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","200","1","0.0000000000","abozicsu"
"4596955-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-10","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","200","1","0.0000000000","abozicsu"
"4798853-30","","","2025-12","600","0","600",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798853-30","","","2026-01","2120","0","2120",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798853-30","","","2026-02","2160","0","2160",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798853-30","","","2026-03","2880","0","2880",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798853-30","","","2026-04","1680","0","1680",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798853-30","","","2026-05","2520","0","2520",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798853-30","","","2026-06","600","0","600",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798855-30","","","2025-12","400","0","400",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798855-30","","","2026-01","520","0","520",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798855-30","","","2026-02","520","0","520",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798855-30","","","2026-03","800","0","800",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798855-30","","","2026-04","440","0","440",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798855-30","","","2026-05","680","0","680",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798855-30","","","2026-06","160","0","160",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798856-30","","","2026-01","40","0","40",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798856-30","","","2026-02","80","0","80",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798856-30","","","2026-03","40","0","40",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798856-30","","","2026-04","80","0","80",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798856-30","","","2026-05","40","0","40",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798877-65","","","2025-12","210","0","210",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798877-65","","","2026-01","360","0","360",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"4798877-65","","","2026-02","360","0","360",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
